,gender,county,ur,party_preference,age_group2,education,ethnicity,Ion_Ceban,Igor_Dodon,Maia_Sandu,Ilan_Shor?,Irina_Vlah,Dorin_Recean,Igor_Grosu,Ion_Cicu,Alexandr_Stoianoglo,Renato_Usatii,Victoria_Furtuna,trust2_Vladimir_Putin,trust2_Volodymyr_Zelensky,trust2_Ursula_von_der_Leyen,trust2_Emanuel_Macron,trust2_Donald_Trump,trust2_EU,trust2_Russia,trust2_NATO,trust2_Romania,trust2_Ukraine,trust2_USA
945,Female,Ștefan Vodă,Urban,PAS (Igor Grosu),30-39,Higher education,Moldovan,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,No answer,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,A lot of confidence,Some confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,Some confidence,A lot of confidence
946,Female,Cimișlia,Rural,Undecided,50-59,Secondary vocational education,Moldovan,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence,A lot of confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,A lot of confidence,I have no confidence,Some confidence,A lot of confidence,A lot of confidence,Some confidence
947,Female,Cimișlia,Urban,No party,40-49,Higher education,Moldovan,Some confidence,I have no confidence,Some confidence,I have no confidence,Some confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I don't have much confidence,Some confidence,Some confidence,I don't have much confidence,I don't have much confidence,Some confidence,I don't have much confidence,I don't have much confidence,A lot of confidence,I don't have much confidence,I don't have much confidence
948,Female,Cahul,Rural,Other party,60+,Upper secondary education,Romanian,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,No answer,I have no confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,Some confidence,Some confidence,Some confidence,A lot of confidence,Some confidence,Some confidence
949,Female,Cahul,Urban,PAS (Igor Grosu),40-49,Upper secondary education,Moldovan,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I don't have much confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,I don't have much confidence,A lot of confidence
950,Female,Cahul,Rural,PSRM (Igor Dodon),15-19,Lower secondary education,Moldovan,No answer,A lot of confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,No answer,No answer,I don't have much confidence,A lot of confidence,Some confidence,I don't have much confidence,I don't have much confidence,I have no confidence,Some confidence
951,Female,Hîncești,Rural,PAS (Igor Grosu),30-39,Secondary vocational education,Moldovan,Some confidence,I don't have much confidence,Some confidence,A lot of confidence,I have no confidence,I don't have much confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,No answer,I don't have much confidence,Some confidence,Some confidence,Some confidence,A lot of confidence,A lot of confidence,Some confidence,A lot of confidence
952,Female,Hîncești,Urban,PN (Renato Usatii),40-49,Secondary vocational education,Moldovan,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,I have no confidence,Some confidence,I have no confidence,Some confidence,I have no confidence
953,Female,Leova,Rural,Undecided,30-39,Secondary vocational education,Moldovan,Some confidence,I have no confidence,A lot of confidence,I have no confidence,No answer,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,No answer,A lot of confidence,A lot of confidence,A lot of confidence,I don't have much confidence,Some confidence,A lot of confidence,Some confidence,Some confidence
954,Male,Cimișlia,Rural,Victorie (Ilan Sor),50-59,Lower secondary education,Moldovan,I have no confidence,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,No answer,No answer,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I don't have much confidence
955,Male,Ștefan Vodă,Rural,PAS (Igor Grosu),50-59,Secondary vocational education,Moldovan,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,Some confidence,I have no confidence,Some confidence,No answer,Some confidence,Some confidence
956,Male,Cantemir,Rural,PAS (Igor Grosu),60+,Secondary vocational education,Moldovan,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,I don't have much confidence,I have no confidence,I have no confidence,No answer,I have no confidence,A lot of confidence,No answer,Some confidence,Some confidence,A lot of confidence,Some confidence,A lot of confidence,Some confidence,A lot of confidence,A lot of confidence
957,Male,Leova,Urban,PAS (Igor Grosu),60+,Upper secondary education,Moldovan,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I don't have much confidence,Some confidence,I have no confidence,I don't have much confidence,Some confidence,I have no confidence,I have no confidence,A lot of confidence,Some confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,No answer,I don't have much confidence,Some confidence,I don't have much confidence
958,Male,Căușeni,Rural,PAS (Igor Grosu),50-59,Upper secondary education,Moldovan,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I don't have much confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,I have no confidence,Some confidence,A lot of confidence,Some confidence,A lot of confidence
959,Male,UTA Găgăuzia,Rural,PAS (Igor Grosu),60+,Lower secondary education,Moldovan,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,No answer,A lot of confidence,No answer,I have no confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,No answer,No answer,Some confidence,A lot of confidence,I have no confidence,Some confidence,A lot of confidence,Some confidence,Some confidence
960,Male,Cimișlia,Rural,PAS (Igor Grosu),40-49,Post-secondary vocational education,Moldovan,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,Some confidence,A lot of confidence,Some confidence,Some confidence,I don't have much confidence,No answer,A lot of confidence,A lot of confidence,Some confidence
961,Female,Cahul,Rural,PAS (Igor Grosu),60+,Secondary vocational education,Moldovan,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,Some confidence,No answer,A lot of confidence,I have no confidence,No answer,Some confidence,Some confidence,Some confidence
