ur,gender,education,county,ethnicity,age_group,N
Urban,Female,Upper secondary education,Ialoveni,Romanian,40-44,7
Urban,Female,Upper secondary education,Ialoveni,Romanian,45-49,8
Urban,Female,Upper secondary education,Ialoveni,Romanian,50-54,9
Urban,Female,Upper secondary education,Ialoveni,Romanian,55-59,9
Urban,Female,Upper secondary education,Ialoveni,Romanian,60-64,8
Urban,Female,Upper secondary education,Ialoveni,Romanian,65-69,8
Urban,Female,Upper secondary education,Ialoveni,Romanian,70+,5
Urban,Female,Upper secondary education,Ialoveni,Romanian,<15,35
Urban,Female,Upper secondary education,Ialoveni,Russian,20-24,2
Urban,Female,Upper secondary education,Ialoveni,Russian,35-39,1
Urban,Female,Upper secondary education,Ialoveni,Russian,50-54,1
Urban,Female,Upper secondary education,Ialoveni,Russian,55-59,1
Urban,Female,Upper secondary education,Ialoveni,Russian,60-64,2
Urban,Female,Upper secondary education,Ialoveni,Russian,65-69,2
Urban,Female,Upper secondary education,Ialoveni,Russian,70+,1
Urban,Female,Upper secondary education,Ialoveni,Russian,<15,3
Urban,Female,Upper secondary education,Ialoveni,Ukrainian,35-39,1
Urban,Female,Upper secondary education,Ialoveni,Ukrainian,<15,3
Urban,Female,Upper secondary education,Leova,Bulgarian,15-19,1
Urban,Female,Upper secondary education,Leova,Bulgarian,20-24,3
Urban,Female,Upper secondary education,Leova,Bulgarian,25-29,3
Urban,Female,Upper secondary education,Leova,Bulgarian,30-34,3
Urban,Female,Upper secondary education,Leova,Bulgarian,35-39,3
Urban,Female,Upper secondary education,Leova,Bulgarian,40-44,3
Urban,Female,Upper secondary education,Leova,Bulgarian,45-49,3
Urban,Female,Upper secondary education,Leova,Bulgarian,50-54,3
Urban,Female,Upper secondary education,Leova,Bulgarian,55-59,5
Urban,Female,Upper secondary education,Leova,Bulgarian,60-64,3
Urban,Female,Upper secondary education,Leova,Bulgarian,65-69,2
Urban,Female,Upper secondary education,Leova,Bulgarian,70+,2
Urban,Female,Upper secondary education,Leova,Bulgarian,<15,7
Urban,Female,Upper secondary education,Leova,Moldovan,15-19,28
Urban,Female,Upper secondary education,Leova,Moldovan,20-24,60
Urban,Female,Upper secondary education,Leova,Moldovan,25-29,33
Urban,Female,Upper secondary education,Leova,Moldovan,30-34,37
Urban,Female,Upper secondary education,Leova,Moldovan,35-39,41
Urban,Female,Upper secondary education,Leova,Moldovan,40-44,31
Urban,Female,Upper secondary education,Leova,Moldovan,45-49,40
Urban,Female,Upper secondary education,Leova,Moldovan,50-54,54
Urban,Female,Upper secondary education,Leova,Moldovan,55-59,65
Urban,Female,Upper secondary education,Leova,Moldovan,60-64,58
Urban,Female,Upper secondary education,Leova,Moldovan,65-69,44
Urban,Female,Upper secondary education,Leova,Moldovan,70+,27
Urban,Female,Upper secondary education,Leova,Moldovan,<15,122
Urban,Female,Upper secondary education,Leova,Romanian,15-19,1
Urban,Female,Upper secondary education,Leova,Romanian,20-24,2
Urban,Female,Upper secondary education,Leova,Romanian,25-29,2
Urban,Female,Upper secondary education,Leova,Romanian,30-34,2
Urban,Female,Upper secondary education,Leova,Romanian,35-39,1
Urban,Female,Upper secondary education,Leova,Romanian,40-44,1
Urban,Female,Upper secondary education,Leova,Romanian,45-49,1
Urban,Female,Upper secondary education,Leova,Romanian,50-54,2
Urban,Female,Upper secondary education,Leova,Romanian,55-59,2
Urban,Female,Upper secondary education,Leova,Romanian,60-64,2
Urban,Female,Upper secondary education,Leova,Romanian,65-69,1
Urban,Female,Upper secondary education,Leova,Romanian,70+,1
Urban,Female,Upper secondary education,Leova,Romanian,<15,6
Urban,Female,Upper secondary education,Leova,Russian,20-24,1
Urban,Female,Upper secondary education,Leova,Russian,30-34,1
Urban,Female,Upper secondary education,Leova,Russian,35-39,1
Urban,Female,Upper secondary education,Leova,Russian,40-44,1
Urban,Female,Upper secondary education,Leova,Russian,45-49,1
Urban,Female,Upper secondary education,Leova,Russian,50-54,2
Urban,Female,Upper secondary education,Leova,Russian,55-59,2
Urban,Female,Upper secondary education,Leova,Russian,60-64,1
Urban,Female,Upper secondary education,Leova,Russian,65-69,1
Urban,Female,Upper secondary education,Leova,Russian,70+,1
Urban,Female,Upper secondary education,Leova,Russian,<15,3
Urban,Female,Upper secondary education,Leova,Ukrainian,20-24,1
Urban,Female,Upper secondary education,Leova,Ukrainian,35-39,1
Urban,Female,Upper secondary education,Leova,Ukrainian,50-54,1
Urban,Female,Upper secondary education,Leova,Ukrainian,55-59,1
Urban,Female,Upper secondary education,Leova,Ukrainian,60-64,1
Urban,Female,Upper secondary education,Leova,Ukrainian,65-69,1
Urban,Female,Upper secondary education,Leova,Ukrainian,70+,1
Urban,Female,Upper secondary education,Leova,Ukrainian,<15,2
Urban,Female,Upper secondary education,Mun. Bălți,Bulgarian,20-24,1
Urban,Female,Upper secondary education,Mun. Bălți,Bulgarian,30-34,1
Urban,Female,Upper secondary education,Mun. Bălți,Bulgarian,35-39,1
Urban,Female,Upper secondary education,Mun. Bălți,Bulgarian,40-44,1
Urban,Female,Upper secondary education,Mun. Bălți,Bulgarian,45-49,1
Urban,Female,Upper secondary education,Mun. Bălți,Bulgarian,50-54,1
Urban,Female,Upper secondary education,Mun. Bălți,Bulgarian,<15,2
Urban,Female,Upper secondary education,Mun. Bălți,Gagauz,<15,1
Urban,Female,Upper secondary education,Mun. Bălți,Moldovan,15-19,291
Urban,Female,Upper secondary education,Mun. Bălți,Moldovan,20-24,699
Urban,Female,Upper secondary education,Mun. Bălți,Moldovan,25-29,323
Urban,Female,Upper secondary education,Mun. Bălți,Moldovan,30-34,375
Urban,Female,Upper secondary education,Mun. Bălți,Moldovan,35-39,374
Urban,Female,Upper secondary education,Mun. Bălți,Moldovan,40-44,357
Urban,Female,Upper secondary education,Mun. Bălți,Moldovan,45-49,368
Urban,Female,Upper secondary education,Mun. Bălți,Moldovan,50-54,433
Urban,Female,Upper secondary education,Mun. Bălți,Moldovan,55-59,487
Urban,Female,Upper secondary education,Mun. Bălți,Moldovan,60-64,440
Urban,Female,Upper secondary education,Mun. Bălți,Moldovan,65-69,261
Urban,Female,Upper secondary education,Mun. Bălți,Moldovan,70+,151
Urban,Female,Upper secondary education,Mun. Bălți,Moldovan,<15,1190
Urban,Female,Upper secondary education,Mun. Bălți,Other,15-19,4
Urban,Female,Upper secondary education,Mun. Bălți,Other,20-24,9
Urban,Female,Upper secondary education,Mun. Bălți,Other,25-29,7
Urban,Female,Upper secondary education,Mun. Bălți,Other,30-34,8
Urban,Female,Upper secondary education,Mun. Bălți,Other,35-39,9
Urban,Female,Upper secondary education,Mun. Bălți,Other,40-44,8
Urban,Female,Upper secondary education,Mun. Bălți,Other,45-49,7
Urban,Female,Upper secondary education,Mun. Bălți,Other,50-54,8
Urban,Female,Upper secondary education,Mun. Bălți,Other,55-59,8
Urban,Female,Upper secondary education,Mun. Bălți,Other,60-64,5
Urban,Female,Upper secondary education,Mun. Bălți,Other,65-69,4
Urban,Female,Upper secondary education,Mun. Bălți,Other,70+,4
Urban,Female,Upper secondary education,Mun. Bălți,Other,<15,18
Urban,Female,Upper secondary education,Mun. Bălți,Roma,20-24,1
Urban,Female,Upper secondary education,Mun. Bălți,Roma,55-59,1
Urban,Female,Upper secondary education,Mun. Bălți,Roma,60-64,1
Urban,Female,Upper secondary education,Mun. Bălți,Roma,<15,1
Urban,Female,Upper secondary education,Mun. Bălți,Romanian,15-19,7
Urban,Female,Upper secondary education,Mun. Bălți,Romanian,20-24,23
Urban,Female,Upper secondary education,Mun. Bălți,Romanian,25-29,13
Urban,Female,Upper secondary education,Mun. Bălți,Romanian,30-34,15
Urban,Female,Upper secondary education,Mun. Bălți,Romanian,35-39,15
Urban,Female,Upper secondary education,Mun. Bălți,Romanian,40-44,13
Urban,Female,Upper secondary education,Mun. Bălți,Romanian,45-49,13
Urban,Female,Upper secondary education,Mun. Bălți,Romanian,50-54,15
Urban,Female,Upper secondary education,Mun. Bălți,Romanian,55-59,14
Urban,Female,Upper secondary education,Mun. Bălți,Romanian,60-64,12
Urban,Female,Upper secondary education,Mun. Bălți,Romanian,65-69,10
Urban,Female,Upper secondary education,Mun. Bălți,Romanian,70+,6
Urban,Female,Upper secondary education,Mun. Bălți,Romanian,<15,57
Urban,Female,Upper secondary education,Mun. Bălți,Russian,15-19,31
Urban,Female,Upper secondary education,Mun. Bălți,Russian,20-24,79
Urban,Female,Upper secondary education,Mun. Bălți,Russian,25-29,43
Urban,Female,Upper secondary education,Mun. Bălți,Russian,30-34,53
Urban,Female,Upper secondary education,Mun. Bălți,Russian,35-39,56
Urban,Female,Upper secondary education,Mun. Bălți,Russian,40-44,55
Urban,Female,Upper secondary education,Mun. Bălți,Russian,45-49,48
Urban,Female,Upper secondary education,Mun. Bălți,Russian,50-54,54
Urban,Female,Upper secondary education,Mun. Bălți,Russian,55-59,64
Urban,Female,Upper secondary education,Mun. Bălți,Russian,60-64,62
Urban,Female,Upper secondary education,Mun. Bălți,Russian,65-69,51
Urban,Female,Upper secondary education,Mun. Bălți,Russian,70+,44
Urban,Female,Upper secondary education,Mun. Bălți,Russian,<15,164
Urban,Female,Upper secondary education,Mun. Bălți,Ukrainian,15-19,44
Urban,Female,Upper secondary education,Mun. Bălți,Ukrainian,20-24,106
Urban,Female,Upper secondary education,Mun. Bălți,Ukrainian,25-29,58
Urban,Female,Upper secondary education,Mun. Bălți,Ukrainian,30-34,74
Urban,Female,Upper secondary education,Mun. Bălți,Ukrainian,35-39,79
Urban,Female,Upper secondary education,Mun. Bălți,Ukrainian,40-44,78
Urban,Female,Upper secondary education,Mun. Bălți,Ukrainian,45-49,68
Urban,Female,Upper secondary education,Mun. Bălți,Ukrainian,50-54,80
Urban,Female,Upper secondary education,Mun. Bălți,Ukrainian,55-59,95
Urban,Female,Upper secondary education,Mun. Bălți,Ukrainian,60-64,91
Urban,Female,Upper secondary education,Mun. Bălți,Ukrainian,65-69,65
Urban,Female,Upper secondary education,Mun. Bălți,Ukrainian,70+,56
Urban,Female,Upper secondary education,Mun. Bălți,Ukrainian,<15,236
Urban,Female,Upper secondary education,Mun. Chișinău,Bulgarian,15-19,21
Urban,Female,Upper secondary education,Mun. Chișinău,Bulgarian,20-24,70
Urban,Female,Upper secondary education,Mun. Chișinău,Bulgarian,25-29,30
Urban,Female,Upper secondary education,Mun. Chișinău,Bulgarian,30-34,40
Urban,Female,Upper secondary education,Mun. Chișinău,Bulgarian,35-39,42
Urban,Female,Upper secondary education,Mun. Chișinău,Bulgarian,40-44,40
Urban,Female,Upper secondary education,Mun. Chișinău,Bulgarian,45-49,34
Urban,Female,Upper secondary education,Mun. Chișinău,Bulgarian,50-54,34
Urban,Female,Upper secondary education,Mun. Chișinău,Bulgarian,55-59,39
Urban,Female,Upper secondary education,Mun. Chișinău,Bulgarian,60-64,35
Urban,Female,Upper secondary education,Mun. Chișinău,Bulgarian,65-69,29
Urban,Female,Upper secondary education,Mun. Chișinău,Bulgarian,70+,17
Urban,Female,Upper secondary education,Mun. Chișinău,Bulgarian,<15,93
Urban,Female,Upper secondary education,Mun. Chișinău,Gagauz,15-19,16
Urban,Female,Upper secondary education,Mun. Chișinău,Gagauz,20-24,51
Urban,Female,Upper secondary education,Mun. Chișinău,Gagauz,25-29,21
Urban,Female,Upper secondary education,Mun. Chișinău,Gagauz,30-34,29
Urban,Female,Upper secondary education,Mun. Chișinău,Gagauz,35-39,31
Urban,Female,Upper secondary education,Mun. Chișinău,Gagauz,40-44,28
Urban,Female,Upper secondary education,Mun. Chișinău,Gagauz,45-49,25
Urban,Female,Upper secondary education,Mun. Chișinău,Gagauz,50-54,26
Urban,Female,Upper secondary education,Mun. Chișinău,Gagauz,55-59,29
Urban,Female,Upper secondary education,Mun. Chișinău,Gagauz,60-64,29
Urban,Female,Upper secondary education,Mun. Chișinău,Gagauz,65-69,24
Urban,Female,Upper secondary education,Mun. Chișinău,Gagauz,70+,11
Urban,Female,Upper secondary education,Mun. Chișinău,Gagauz,<15,78
Urban,Female,Upper secondary education,Mun. Chișinău,Moldovan,15-19,2152
Urban,Female,Upper secondary education,Mun. Chișinău,Moldovan,20-24,6676
Urban,Female,Upper secondary education,Mun. Chișinău,Moldovan,25-29,2195
Urban,Female,Upper secondary education,Mun. Chișinău,Moldovan,30-34,2781
Urban,Female,Upper secondary education,Mun. Chișinău,Moldovan,35-39,3018
Urban,Female,Upper secondary education,Mun. Chișinău,Moldovan,40-44,2568
Urban,Female,Upper secondary education,Mun. Chișinău,Moldovan,45-49,2461
Urban,Female,Upper secondary education,Mun. Chișinău,Moldovan,50-54,2651
Urban,Female,Upper secondary education,Mun. Chișinău,Moldovan,55-59,3096
Urban,Female,Upper secondary education,Mun. Chișinău,Moldovan,60-64,3155
Urban,Female,Upper secondary education,Mun. Chișinău,Moldovan,65-69,1900
Urban,Female,Upper secondary education,Mun. Chișinău,Moldovan,70+,719
Urban,Female,Upper secondary education,Mun. Chișinău,Moldovan,<15,8580
Urban,Female,Upper secondary education,Mun. Chișinău,Other,15-19,30
Urban,Female,Upper secondary education,Mun. Chișinău,Other,20-24,100
Urban,Female,Upper secondary education,Mun. Chișinău,Other,25-29,49
Urban,Female,Upper secondary education,Mun. Chișinău,Other,30-34,63
Urban,Female,Upper secondary education,Mun. Chișinău,Other,35-39,71
Urban,Female,Upper secondary education,Mun. Chișinău,Other,40-44,63
Urban,Female,Upper secondary education,Mun. Chișinău,Other,45-49,54
Urban,Female,Upper secondary education,Mun. Chișinău,Other,50-54,58
Urban,Female,Upper secondary education,Mun. Chișinău,Other,55-59,61
Urban,Female,Upper secondary education,Mun. Chișinău,Other,60-64,54
Urban,Female,Upper secondary education,Mun. Chișinău,Other,65-69,39
Urban,Female,Upper secondary education,Mun. Chișinău,Other,70+,20
Urban,Female,Upper secondary education,Mun. Chișinău,Other,<15,133
Urban,Female,Upper secondary education,Mun. Chișinău,Roma,15-19,7
Urban,Female,Upper secondary education,Mun. Chișinău,Roma,20-24,13
Urban,Female,Upper secondary education,Mun. Chișinău,Roma,25-29,5
Urban,Female,Upper secondary education,Mun. Chișinău,Roma,30-34,7
Urban,Female,Upper secondary education,Mun. Chișinău,Roma,35-39,7
Urban,Female,Upper secondary education,Mun. Chișinău,Roma,40-44,5
Urban,Female,Upper secondary education,Mun. Chișinău,Roma,45-49,4
Urban,Female,Upper secondary education,Mun. Chișinău,Roma,50-54,6
Urban,Female,Upper secondary education,Mun. Chișinău,Roma,55-59,6
Urban,Female,Upper secondary education,Mun. Chișinău,Roma,60-64,7
Urban,Female,Upper secondary education,Mun. Chișinău,Roma,65-69,6
Urban,Female,Upper secondary education,Mun. Chișinău,Roma,70+,3
Urban,Female,Upper secondary education,Mun. Chișinău,Roma,<15,12
Urban,Female,Upper secondary education,Mun. Chișinău,Romanian,15-19,219
Urban,Female,Upper secondary education,Mun. Chișinău,Romanian,20-24,827
Urban,Female,Upper secondary education,Mun. Chișinău,Romanian,25-29,358
Urban,Female,Upper secondary education,Mun. Chișinău,Romanian,30-34,429
Urban,Female,Upper secondary education,Mun. Chișinău,Romanian,35-39,447
Urban,Female,Upper secondary education,Mun. Chișinău,Romanian,40-44,356
Urban,Female,Upper secondary education,Mun. Chișinău,Romanian,45-49,337
Urban,Female,Upper secondary education,Mun. Chișinău,Romanian,50-54,353
Urban,Female,Upper secondary education,Mun. Chișinău,Romanian,55-59,387
Urban,Female,Upper secondary education,Mun. Chișinău,Romanian,60-64,365
Urban,Female,Upper secondary education,Mun. Chișinău,Romanian,65-69,327
Urban,Female,Upper secondary education,Mun. Chișinău,Romanian,70+,153
Urban,Female,Upper secondary education,Mun. Chișinău,Romanian,<15,1641
Urban,Female,Upper secondary education,Mun. Chișinău,Russian,15-19,131
Urban,Female,Upper secondary education,Mun. Chișinău,Russian,20-24,430
Urban,Female,Upper secondary education,Mun. Chișinău,Russian,25-29,165
Urban,Female,Upper secondary education,Mun. Chișinău,Russian,30-34,216
Urban,Female,Upper secondary education,Mun. Chișinău,Russian,35-39,240
Urban,Female,Upper secondary education,Mun. Chișinău,Russian,40-44,216
Urban,Female,Upper secondary education,Mun. Chișinău,Russian,45-49,183
Urban,Female,Upper secondary education,Mun. Chișinău,Russian,50-54,191
Urban,Female,Upper secondary education,Mun. Chișinău,Russian,55-59,257
Urban,Female,Upper secondary education,Mun. Chișinău,Russian,60-64,290
Urban,Female,Upper secondary education,Mun. Chișinău,Russian,65-69,252
