,age_group,education,gender,nationality,electoral_district,unit,urban_rural,N
3534,75+,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,366
3535,75+,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,348
3536,75+,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,680
3537,75+,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,1300
3538,75+,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,809
3539,75+,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,302
3540,75+,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,461
3541,75+,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,469
3542,75+,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,391
3543,75+,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,1117
3544,75+,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,431
3545,75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,230
3546,75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,97
3547,75+,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,295
3548,75+,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,887
3549,75+,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,165
3550,75+,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Small town,2
3551,75+,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,212
3552,75+,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,42
3553,75+,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,544
3554,75+,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,204
3555,75+,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Small town,4
3556,75+,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,695
3557,75+,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,266
3558,75+,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,172
3559,75+,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,69
3560,75+,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,735
3561,75+,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,216
3562,75+,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,318
3563,75+,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,451
3564,75+,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,291
3565,75+,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,91
3566,75+,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,123
3567,75+,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,70
3568,75+,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,183
3569,75+,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,544
3570,75+,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,164
3571,75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,324
3572,75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,226
3573,75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,29
3574,75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,130
3575,75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,77
3576,75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,4
3577,75+,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,279
3578,75+,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,263
3579,75+,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,24
3580,75+,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,465
3581,75+,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,982
3582,75+,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,255
3583,75+,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,137
3584,75+,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,234
3585,75+,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,68
3586,75+,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,325
3587,75+,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,956
3588,75+,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,239
3589,75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,545
3590,75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,239
3591,75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,151
3592,75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,71
3593,75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,567
3594,75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,289
3595,75+,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,Urban,1566
3596,75+,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,Rural,907
3597,75+,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,Small town,237
3598,75+,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,Urban,503
3599,75+,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,Rural,212
3600,75+,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,Small town,87
3601,75+,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,Urban,1123
3602,75+,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,Rural,947
3603,75+,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,Small town,313
3604,75+,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,687
3605,75+,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,201
3606,75+,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,223
3607,75+,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,54
3608,75+,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,788
3609,75+,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,138
3610,75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,421
3611,75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,485
3612,75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,140
3613,75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,105
3614,75+,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,557
3615,75+,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,631
3616,75+,Secondary education,Female,Estonian,Tartu linn,Tartu linn,Urban,2423
3617,75+,Secondary education,Female,Estonian,Tartu linn,Tartu linn,Rural,35
3618,75+,Secondary education,Female,Estonian,Tartu linn,Tartu linn,Small town,9
3619,75+,Higher education,Female,Estonian,Tartu linn,Tartu linn,Urban,1401
3620,75+,Higher education,Female,Estonian,Tartu linn,Tartu linn,Rural,3
3621,75+,Basic education,Female,Estonian,Tartu linn,Tartu linn,Urban,1237
3622,75+,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,1160
3623,75+,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,109
3624,75+,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,381
3625,75+,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,62
3626,75+,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,1178
3627,75+,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,66
3628,75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,429
3629,75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,525
3630,75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,104
3631,75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,110
3632,75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,344
3633,75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,349
3634,75+,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,601
3635,75+,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,905
3636,75+,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,71
3637,75+,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,278
3638,75+,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,201
3639,75+,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,31
3640,75+,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,459
3641,75+,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,756
3642,75+,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,42
3643,75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,444
3644,75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,661
3645,75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,49
3646,75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,93
3647,75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,178
3648,75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,7
3649,75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,345
3650,75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,700
3651,75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,49
3652,75+,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,282
3653,75+,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,204
3654,75+,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,97
3655,75+,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,160
3656,75+,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,204
3657,75+,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,55
3658,75+,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,121
3659,75+,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,104
3660,75+,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,53
3661,75+,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,744
3662,75+,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,423
3663,75+,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,290
3664,75+,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,448
3665,75+,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,311
3666,75+,Basic education,Female,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,190
3667,75+,Secondary education,Female,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,89
3668,75+,Higher education,Female,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,49
3669,75+,Basic education,Female,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,59
3670,75+,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,43
3671,75+,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,33
3672,75+,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,12
3673,75+,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,324
3674,75+,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,172
3675,75+,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,139
3676,75+,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,Urban,85
3677,75+,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,Rural,163
3678,75+,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,Small town,101
3679,75+,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,Urban,41
3680,75+,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,Rural,63
3681,75+,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,Small town,64
3682,75+,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,Urban,45
3683,75+,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,Rural,130
3684,75+,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,Small town,50
3685,75+,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,5
3686,75+,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,3
3687,75+,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,3
3688,75+,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,Urban,1201
3689,75+,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,Rural,223
3690,75+,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,Small town,2
3691,75+,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,Urban,488
3692,75+,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,Rural,95
3693,75+,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,Urban,548
3694,75+,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,Rural,205
3695,75+,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,Small town,4
3696,75+,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,62
3697,75+,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,24
3698,75+,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,11
3699,75+,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,5
3700,75+,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,80
3701,75+,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,23
3702,75+,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Urban,16
3703,75+,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Rural,23
3704,75+,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Small town,15
3705,75+,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Urban,5
3706,75+,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Rural,6
3707,75+,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Small town,4
3708,75+,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Urban,11
3709,75+,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Rural,32
3710,75+,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Small town,10
3711,75+,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,29
3712,75+,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,20
3713,75+,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,3
3714,75+,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,7
3715,75+,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,4
3716,75+,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,14
3717,75+,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,13
3718,75+,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,1
3719,75+,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,43
3720,75+,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,92
3721,75+,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,24
3722,75+,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,9
3723,75+,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,15
3724,75+,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,4
3725,75+,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,31
3726,75+,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,90
3727,75+,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,22
3728,75+,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,15
3729,75+,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,6
3730,75+,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,9
3731,75+,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,4
3732,75+,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,33
3733,75+,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,17
3734,75+,Secondary education,Female,Other,Pärnumaa,Pärnumaa,Urban,139
3735,75+,Secondary education,Female,Other,Pärnumaa,Pärnumaa,Rural,81
3736,75+,Secondary education,Female,Other,Pärnumaa,Pärnumaa,Small town,21
3737,75+,Higher education,Female,Other,Pärnumaa,Pärnumaa,Urban,41
3738,75+,Higher education,Female,Other,Pärnumaa,Pärnumaa,Rural,17
3739,75+,Higher education,Female,Other,Pärnumaa,Pärnumaa,Small town,7
3740,75+,Basic education,Female,Other,Pärnumaa,Pärnumaa,Urban,81
3741,75+,Basic education,Female,Other,Pärnumaa,Pärnumaa,Rural,68
3742,75+,Basic education,Female,Other,Pärnumaa,Pärnumaa,Small town,23
3743,75+,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,Rural,26
3744,75+,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,Small town,8
3745,75+,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,Rural,7
3746,75+,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,Small town,2
3747,75+,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,Rural,46
3748,75+,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,Small town,8
3749,75+,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,7
3750,75+,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,9
3751,75+,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,5
3752,75+,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,3
3753,75+,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,5
3754,75+,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,6
3755,75+,Secondary education,Female,Other,Tartu linn,Tartu linn,Urban,313
3756,75+,Secondary education,Female,Other,Tartu linn,Tartu linn,Rural,5
3757,75+,Secondary education,Female,Other,Tartu linn,Tartu linn,Small town,1
3758,75+,Higher education,Female,Other,Tartu linn,Tartu linn,Urban,158
3759,75+,Basic education,Female,Other,Tartu linn,Tartu linn,Urban,230
3760,75+,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,111
3761,75+,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,10
3762,75+,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,24
3763,75+,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,4
3764,75+,Basic education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,162
3765,75+,Basic education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,9
3766,75+,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,37
3767,75+,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,46
3768,75+,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,13
3769,75+,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,13
3770,75+,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,33
3771,75+,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,33
3772,75+,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,25
3773,75+,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,38
3774,75+,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Small town,3
3775,75+,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,13
3776,75+,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,9
3777,75+,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Small town,1
3778,75+,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,32
3779,75+,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,52
