ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
1712,25-34,F,University degree,UK,White,36,51,50,44,41,1.29221,1.2247,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL0
1713,35-44,F,Masters degree,UK,White,28,44,40,36,44,-0.71126,-0.21575,CL5,CL2,CL2,CL2,CL6,CL2,CL5,CL2,CL1,CL2,CL1,CL1,CL2,CL1,CL1,CL1,CL6,CL0,CL1
1714,35-44,F,Doctorate degree,UK,Other,17,51,46,47,56,0.88113,-0.21575,CL4,CL1,CL0,CL0,CL6,CL4,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL4,CL0,CL0
1715,45-54,F,Left school at 16 years,UK,White,35,38,34,51,51,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1716,45-54,M,Professional certificate/ diploma,UK,White,48,43,50,38,48,-0.71126,-0.21575,CL1,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1717,45-54,M,Masters degree,UK,White,34,45,42,38,35,-0.21712,-0.52593,CL5,CL0,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1718,35-44,F,Masters degree,UK,Other,40,34,53,48,46,-0.71126,-0.21575,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1719,45-54,M,Professional certificate/ diploma,UK,White,25,42,43,37,43,-0.21712,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1720,25-34,F,University degree,UK,White,36,37,46,49,31,-0.71126,0.07987,CL5,CL0,CL1,CL0,CL5,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1721,25-34,F,University degree,UK,White,40,47,38,57,50,-1.37983,-1.54858,CL0,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1722,25-34,F,Left school at 18 years,UK,White,31,41,28,47,49,0.52975,-0.84637,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1723,45-54,M,University degree,UK,White,35,47,51,49,53,1.29221,0.7654,CL6,CL2,CL0,CL0,CL3,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1724,55-64,M,Professional certificate/ diploma,UK,White,19,39,36,47,45,-0.21712,-0.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1725,45-54,F,Professional certificate/ diploma,UK,White,24,41,42,45,46,-1.37983,-0.84637,CL5,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1726,25-34,F,Left school at 16 years,UK,White,25,31,30,54,46,-2.55524,-2.07848,CL3,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1727,25-34,F,Masters degree,UK,White,37,42,50,38,38,-2.55524,-0.84637,CL5,CL1,CL1,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL1,CL4,CL0,CL0
1728,18-24,F,Left school at 16 years,UK,White,21,42,33,54,47,-0.21712,-1.18084,CL4,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1729,45-54,M,Masters degree,UK,White,28,33,43,40,39,-0.21712,-0.52593,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1730,18-24,M,"Some college or university, no certificate or degree",Other,White,18,46,46,44,52,-2.55524,-0.21575,CL4,CL0,CL3,CL2,CL6,CL5,CL6,CL0,CL0,CL4,CL0,CL0,CL2,CL0,CL0,CL0,CL3,CL0,CL0
1731,25-34,F,"Some college or university, no certificate or degree",UK,White,42,30,41,43,36,-0.21712,0.7654,CL6,CL2,CL2,CL3,CL6,CL3,CL5,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1732,45-54,M,Masters degree,UK,White,32,38,48,42,43,-0.21712,-0.21575,CL5,CL1,CL0,CL1,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL1,CL2,CL1,CL0,CL2,CL6,CL0,CL0
1733,25-34,M,Professional certificate/ diploma,UK,White,40,34,40,35,50,0.19268,-1.18084,CL4,CL2,CL2,CL0,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0
1734,45-54,M,Professional certificate/ diploma,UK,White,27,38,35,43,43,-1.37983,-1.54858,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1735,45-54,F,Professional certificate/ diploma,UK,White,26,45,42,49,51,0.19268,0.07987,CL5,CL0,CL0,CL0,CL4,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1736,25-34,F,Masters degree,UK,White,16,42,30,55,54,-0.21712,-0.52593,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0,CL0,CL0,CL0
1737,35-44,M,Professional certificate/ diploma,UK,White,23,46,48,51,44,-0.71126,0.7654,CL5,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1738,45-54,M,Professional certificate/ diploma,UK,White,24,38,45,46,42,-0.21712,-0.52593,CL5,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1739,55-64,F,Left school before 16 years,UK,White,34,41,41,49,46,-0.71126,-0.52593,CL5,CL0,CL0,CL1,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1740,25-34,F,Professional certificate/ diploma,UK,White,38,40,43,45,42,-0.71126,-1.18084,CL4,CL0,CL2,CL0,CL3,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1741,45-54,F,University degree,UK,White,27,42,42,42,49,-1.37983,-2.07848,CL6,CL0,CL0,CL1,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1742,25-34,F,University degree,USA,White,50,44,52,32,42,-1.37983,-1.18084,CL5,CL0,CL0,CL6,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL2,CL0,CL4,CL0,CL2,CL4,CL0,CL0
1743,35-44,M,University degree,UK,White,22,45,53,39,38,0.52975,0.7654,CL5,CL2,CL1,CL0,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL1
1744,35-44,F,Masters degree,UK,White,30,43,42,41,48,-0.21712,-0.84637,CL5,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1745,55-64,F,"Some college or university, no certificate or degree",UK,White,31,33,36,46,42,-0.71126,-0.52593,CL3,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1746,25-34,F,Left school at 16 years,UK,White,20,46,39,56,55,-1.37983,-0.84637,CL4,CL0,CL0,CL6,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1747,35-44,F,Masters degree,UK,Black,33,36,42,44,43,-0.21712,-1.18084,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1748,45-54,F,"Some college or university, no certificate or degree",UK,White,37,45,49,52,41,0.19268,-0.21575,CL6,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1749,18-24,M,University degree,USA,White,49,35,60,60,36,0.88113,1.92173,CL5,CL6,CL0,CL6,CL2,CL6,CL6,CL0,CL0,CL3,CL0,CL3,CL2,CL3,CL2,CL3,CL6,CL0,CL1
1750,25-34,F,Left school at 17 years,USA,White,58,37,43,30,26,0.88113,-0.21575,CL5,CL6,CL0,CL5,CL6,CL3,CL5,CL2,CL0,CL1,CL0,CL0,CL0,CL1,CL5,CL1,CL6,CL0,CL0
1751,45-54,M,Left school at 16 years,UK,White,33,43,40,39,45,-0.21712,-0.21575,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1752,25-34,F,University degree,USA,White,54,44,55,36,37,1.29221,1.2247,CL5,CL6,CL0,CL6,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL2,CL0,CL0
1753,25-34,M,University degree,UK,White,29,46,41,55,49,0.52975,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1754,25-34,F,Professional certificate/ diploma,UK,White,34,50,46,44,39,0.88113,0.07987,CL6,CL1,CL1,CL2,CL6,CL2,CL6,CL2,CL0,CL1,CL0,CL0,CL0,CL0,CL2,CL0,CL2,CL0,CL0
1755,18-24,M,"Some college or university, no certificate or degree",USA,White,26,41,49,27,30,0.88113,1.92173,CL4,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL3,CL0,CL5,CL0,CL0
1756,18-24,F,Left school at 18 years,USA,White,46,49,59,40,49,0.52975,0.7654,CL5,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL2,CL3,CL6,CL0,CL0
1757,18-24,M,Left school at 18 years,USA,White,43,40,55,47,29,0.52975,0.40148,CL5,CL3,CL3,CL3,CL6,CL6,CL5,CL2,CL3,CL3,CL0,CL0,CL5,CL2,CL3,CL3,CL6,CL0,CL2
1758,35-44,M,Professional certificate/ diploma,UK,White,46,37,29,41,47,-1.37983,-2.07848,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1759,45-54,M,Masters degree,Australia,White,27,37,47,38,49,1.86203,0.40148,CL3,CL6,CL1,CL2,CL6,CL3,CL5,CL4,CL0,CL4,CL3,CL0,CL0,CL4,CL0,CL0,CL2,CL0,CL0
1760,35-44,M,Masters degree,Other,White,33,27,46,41,44,-0.21712,-1.54858,CL5,CL0,CL0,CL0,CL5,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1761,45-54,F,Professional certificate/ diploma,UK,White,30,42,47,34,48,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1,CL0,CL0
1762,35-44,F,Professional certificate/ diploma,UK,White,33,36,45,41,47,0.88113,0.40148,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1763,18-24,M,"Some college or university, no certificate or degree",USA,White,41,32,46,28,31,-0.71126,0.7654,CL4,CL0,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL4,CL3,CL0,CL4,CL6,CL0,CL0
1764,18-24,F,University degree,Other,White,28,32,57,45,57,-0.21712,1.2247,CL4,CL3,CL2,CL3,CL3,CL4,CL4,CL0,CL0,CL4,CL0,CL3,CL3,CL3,CL3,CL2,CL3,CL0,CL2
1765,35-44,M,Left school at 16 years,UK,White,45,38,47,45,35,0.88113,1.2247,CL5,CL4,CL1,CL4,CL6,CL5,CL6,CL3,CL4,CL2,CL4,CL0,CL3,CL1,CL6,CL2,CL1,CL0,CL1
1766,25-34,F,"Some college or university, no certificate or degree",USA,White,41,52,55,41,48,-0.71126,1.2247,CL4,CL5,CL0,CL4,CL6,CL5,CL6,CL3,CL2,CL3,CL3,CL0,CL4,CL3,CL4,CL3,CL6,CL0,CL1
1767,25-34,F,University degree,USA,White,44,31,54,58,44,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL6,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0
1768,18-24,M,"Some college or university, no certificate or degree",USA,White,39,26,47,51,56,-1.37983,-0.52593,CL3,CL3,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL4,CL6,CL0,CL0
1769,25-34,F,"Some college or university, no certificate or degree",Other,White,45,33,54,43,37,-0.21712,-0.84637,CL5,CL2,CL0,CL0,CL6,CL5,CL5,CL2,CL0,CL2,CL0,CL0,CL2,CL3,CL0,CL2,CL5,CL0,CL0
1770,35-44,F,Professional certificate/ diploma,UK,White,28,43,38,47,42,-0.71126,-0.21575,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1771,25-34,M,University degree,USA,White,31,46,46,46,42,0.88113,1.92173,CL5,CL2,CL0,CL4,CL6,CL4,CL5,CL3,CL0,CL2,CL0,CL2,CL3,CL2,CL4,CL3,CL4,CL0,CL1
1772,55-64,M,"Some college or university, no certificate or degree",USA,White,33,30,45,34,48,0.52975,-0.84637,CL2,CL1,CL1,CL1,CL6,CL1,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL6,CL1,CL1,CL0,CL0
1773,18-24,M,Left school at 18 years,USA,Mixed-White/Black,32,48,53,43,38,0.52975,1.2247,CL4,CL3,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL4,CL3,CL6,CL3,CL3,CL3,CL1,CL3
1774,25-34,F,Masters degree,USA,White,45,44,43,35,36,0.88113,1.92173,CL6,CL6,CL2,CL6,CL5,CL6,CL4,CL5,CL3,CL4,CL3,CL3,CL0,CL3,CL4,CL3,CL6,CL0,CL2
1775,18-24,F,Left school at 18 years,Republic of Ireland,White,44,37,49,46,34,-0.71126,0.40148,CL0,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL4,CL0,CL3,CL0,CL6,CL0,CL3,CL0,CL6
1776,18-24,M,"Some college or university, no certificate or degree",USA,White,27,43,49,46,45,-0.71126,-0.52593,CL4,CL0,CL0,CL0,CL4,CL3,CL5,CL0,CL0,CL5,CL0,CL0,CL2,CL3,CL0,CL3,CL4,CL0,CL0
1777,18-24,F,University degree,USA,White,44,32,55,45,49,0.88113,1.92173,CL5,CL0,CL0,CL5,CL6,CL6,CL6,CL5,CL0,CL3,CL0,CL0,CL3,CL2,CL5,CL2,CL3,CL0,CL3
1778,45-54,F,Left school at 16 years,UK,White,46,35,34,41,35,1.86203,1.92173,CL1,CL4,CL4,CL6,CL5,CL2,CL5,CL2,CL2,CL3,CL1,CL1,CL6,CL1,CL3,CL1,CL6,CL0,CL1
1779,18-24,F,University degree,USA,White,35,42,46,26,47,0.88113,0.7654,CL5,CL0,CL0,CL0,CL5,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL4,CL3,CL0,CL0
1780,45-54,M,"Some college or university, no certificate or degree",USA,White,33,40,48,45,40,0.88113,1.2247,CL2,CL2,CL1,CL3,CL6,CL2,CL6,CL1,CL1,CL0,CL1,CL0,CL0,CL1,CL6,CL1,CL6,CL0,CL0
1781,18-24,F,University degree,USA,White,49,35,31,34,34,0.19268,0.40148,CL5,CL2,CL2,CL3,CL6,CL3,CL5,CL5,CL0,CL4,CL6,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL2
1782,18-24,M,Left school at 18 years,Canada,White,23,36,35,32,50,-0.71126,0.07987,CL5,CL0,CL0,CL0,CL3,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1783,25-34,F,Left school at 17 years,UK,White,32,43,51,46,50,0.88113,0.40148,CL5,CL2,CL0,CL0,CL6,CL5,CL5,CL2,CL0,CL2,CL0,CL0,CL1,CL0,CL0,CL0,CL4,CL0,CL0
1784,25-34,F,"Some college or university, no certificate or degree",UK,Mixed-White/Black,48,34,40,36,35,1.29221,1.92173,CL5,CL3,CL5,CL3,CL6,CL0,CL5,CL6,CL0,CL3,CL0,CL3,CL0,CL0,CL0,CL2,CL0,CL0,CL0
1785,18-24,M,"Some college or university, no certificate or degree",USA,Black,46,32,43,42,32,0.19268,0.40148,CL5,CL0,CL0,CL0,CL4,CL5,CL6,CL5,CL0,CL3,CL0,CL0,CL4,CL0,CL0,CL0,CL5,CL0,CL0
1786,25-34,F,Masters degree,UK,White,34,36,43,46,44,-1.37983,-1.54858,CL5,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1787,18-24,M,"Some college or university, no certificate or degree",USA,White,29,59,57,43,36,0.52975,1.2247,CL6,CL0,CL0,CL0,CL5,CL6,CL6,CL4,CL0,CL4,CL0,CL5,CL4,CL5,CL0,CL3,CL6,CL0,CL3
1788,18-24,M,University degree,USA,White,41,33,47,48,37,-0.21712,1.2247,CL4,CL0,CL0,CL0,CL5,CL3,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL0,CL0,CL0
1789,45-54,F,University degree,Other,White,32,32,45,39,46,-0.71126,-0.52593,CL6,CL1,CL1,CL0,CL6,CL1,CL4,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL2,CL0,CL0,CL0
1790,18-24,M,"Some college or university, no certificate or degree",USA,White,36,39,59,36,30,1.86203,1.92173,CL5,CL6,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL4,CL5,CL0,CL0
1791,18-24,M,Left school at 17 years,USA,White,37,42,49,35,39,1.86203,0.07987,CL3,CL2,CL0,CL2,CL6,CL5,CL5,CL2,CL0,CL2,CL2,CL0,CL3,CL2,CL3,CL2,CL6,CL0,CL3
1792,35-44,F,Doctorate degree,USA,White,33,39,51,44,55,-1.37983,-1.54858,CL4,CL2,CL1,CL3,CL6,CL2,CL3,CL3,CL0,CL2,CL2,CL2,CL0,CL2,CL5,CL2,CL3,CL0,CL0
1793,18-24,M,University degree,USA,White,42,29,57,39,57,0.19268,1.2247,CL6,CL3,CL0,CL0,CL4,CL6,CL4,CL0,CL2,CL0,CL0,CL2,CL3,CL3,CL4,CL4,CL4,CL0,CL0
1794,18-24,M,"Some college or university, no certificate or degree",USA,White,31,39,50,54,38,-0.71126,-0.84637,CL4,CL5,CL0,CL3,CL6,CL6,CL4,CL0,CL0,CL4,CL0,CL0,CL3,CL5,CL3,CL3,CL6,CL0,CL2
1795,18-24,F,"Some college or university, no certificate or degree",USA,White,44,27,60,44,36,1.86203,1.2247,CL0,CL0,CL0,CL0,CL6,CL5,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL5,CL0,CL0
1796,25-34,M,University degree,Other,White,36,44,53,40,47,0.19268,1.2247,CL6,CL6,CL4,CL5,CL6,CL6,CL5,CL4,CL3,CL3,CL2,CL3,CL6,CL4,CL4,CL5,CL6,CL0,CL1
1797,35-44,F,Left school at 16 years,UK,White,43,36,31,38,27,-0.21712,-0.52593,CL2,CL6,CL1,CL3,CL6,CL6,CL5,CL2,CL2,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
1798,18-24,M,"Some college or university, no certificate or degree",USA,White,39,39,57,45,30,1.29221,0.7654,CL6,CL0,CL0,CL0,CL4,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
1799,18-24,M,University degree,USA,White,50,29,46,29,36,0.88113,0.7654,CL3,CL6,CL0,CL4,CL4,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL3,CL0,CL0
1800,55-64,M,Masters degree,UK,White,30,51,32,36,52,0.88113,0.40148,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1801,45-54,M,"Some college or university, no certificate or degree",USA,White,56,31,46,26,20,-0.21712,1.2247,CL2,CL1,CL0,CL3,CL6,CL1,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL1,CL0,CL0,CL1
1802,25-34,M,Doctorate degree,USA,White,41,50,60,51,53,0.52975,1.92173,CL6,CL0,CL0,CL4,CL6,CL6,CL5,CL3,CL0,CL3,CL0,CL0,CL2,CL3,CL3,CL0,CL6,CL0,CL0
1803,18-24,M,Masters degree,USA,Other,28,43,55,50,43,1.29221,0.40148,CL4,CL3,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL2,CL4,CL0,CL0
1804,18-24,M,"Some college or university, no certificate or degree",USA,White,34,51,53,45,34,0.88113,0.7654,CL6,CL0,CL0,CL4,CL6,CL4,CL6,CL0,CL0,CL4,CL2,CL3,CL4,CL6,CL3,CL5,CL6,CL0,CL2
1805,18-24,M,Professional certificate/ diploma,USA,Other,40,39,55,51,37,0.52975,0.07987,CL4,CL0,CL0,CL0,CL3,CL4,CL3,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0,CL0,CL0,CL0
1806,18-24,M,"Some college or university, no certificate or degree",USA,White,44,36,52,46,38,0.52975,1.2247,CL5,CL0,CL0,CL0,CL4,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL5,CL3,CL0,CL0
1807,35-44,F,Professional certificate/ diploma,USA,White,36,34,40,42,33,0.52975,-1.18084,CL4,CL5,CL0,CL2,CL6,CL6,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
1808,35-44,M,University degree,USA,Other,34,33,54,39,29,0.52975,1.2247,CL5,CL2,CL1,CL2,CL6,CL6,CL5,CL4,CL1,CL5,CL2,CL5,CL5,CL2,CL2,CL3,CL5,CL0,CL1
1809,18-24,F,Masters degree,UK,Black,40,34,42,44,39,-1.37983,-1.54858,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1810,18-24,F,Left school at 17 years,USA,White,48,47,53,33,43,0.88113,1.92173,CL4,CL3,CL0,CL2,CL6,CL6,CL3,CL5,CL2,CL4,CL2,CL1,CL4,CL1,CL0,CL1,CL6,CL1,CL2
1811,18-24,M,University degree,USA,White,30,31,53,35,48,0.52975,1.92173,CL6,CL0,CL0,CL2,CL6,CL6,CL6,CL2,CL0,CL3,CL2,CL0,CL3,CL3,CL3,CL2,CL3,CL0,CL0
1812,18-24,M,"Some college or university, no certificate or degree",USA,White,22,34,53,43,55,-0.71126,-0.21575,CL6,CL6,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL6,CL3,CL0,CL0,CL3,CL0,CL0
1813,25-34,F,Left school at 18 years,Other,White,49,39,49,34,32,0.88113,1.92173,CL4,CL1,CL0,CL6,CL6,CL2,CL6,CL2,CL0,CL2,CL2,CL2,CL2,CL2,CL0,CL2,CL2,CL0,CL0
1814,25-34,M,University degree,Other,Asian,29,44,47,42,38,1.29221,1.2247,CL4,CL1,CL1,CL1,CL5,CL1,CL6,CL1,CL1,CL1,CL1,CL3,CL1,CL1,CL0,CL1,CL6,CL0,CL1
1815,35-44,F,University degree,Canada,White,45,35,59,40,51,0.19268,1.2247,CL2,CL0,CL0,CL0,CL5,CL6,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL4,CL2,CL0,CL0
1816,18-24,F,Masters degree,UK,White,37,42,39,53,48,-0.71126,-1.18084,CL6,CL2,CL2,CL2,CL6,CL3,CL5,CL2,CL0,CL3,CL0,CL3,CL2,CL2,CL0,CL2,CL5,CL0,CL0
1817,45-54,M,University degree,UK,White,20,40,47,38,41,0.52975,0.40148,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1818,18-24,F,"Some college or university, no certificate or degree",USA,Other,35,31,48,50,44,0.88113,0.7654,CL4,CL2,CL0,CL2,CL5,CL6,CL4,CL2,CL2,CL2,CL0,CL0,CL3,CL0,CL2,CL0,CL4,CL0,CL2
1819,25-34,F,University degree,USA,White,37,44,50,39,41,1.86203,0.7654,CL5,CL0,CL0,CL2,CL5,CL6,CL5,CL2,CL0,CL4,CL0,CL3,CL0,CL3,CL0,CL5,CL3,CL0,CL0
1820,18-24,M,Masters degree,USA,White,14,55,54,45,51,-0.21712,1.2247,CL6,CL3,CL2,CL3,CL6,CL5,CL6,CL2,CL0,CL5,CL0,CL0,CL3,CL5,CL2,CL3,CL6,CL0,CL2
1821,18-24,M,"Some college or university, no certificate or degree",USA,White,51,25,55,39,21,1.86203,-0.21575,CL2,CL0,CL0,CL2,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1822,45-54,F,"Some college or university, no certificate or degree",USA,White,49,39,49,46,37,1.86203,-0.52593,CL3,CL0,CL0,CL0,CL6,CL4,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL3,CL0,CL0
1823,18-24,M,"Some college or university, no certificate or degree",USA,White,28,42,57,36,36,-0.21712,0.40148,CL3,CL3,CL0,CL3,CL5,CL6,CL5,CL3,CL0,CL3,CL0,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL0
1824,18-24,F,"Some college or university, no certificate or degree",USA,White,48,31,53,41,24,0.88113,-0.21575,CL4,CL2,CL2,CL2,CL6,CL3,CL4,CL0,CL0,CL2,CL0,CL0,CL2,CL2,CL2,CL2,CL2,CL0,CL0
1825,25-34,M,University degree,UK,Asian,31,29,42,41,39,0.52975,0.40148,CL6,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1826,18-24,M,University degree,USA,White,36,32,47,34,42,-0.21712,-0.84637,CL5,CL5,CL0,CL2,CL6,CL6,CL5,CL2,CL0,CL5,CL0,CL4,CL2,CL3,CL3,CL3,CL3,CL0,CL0
