,gender,county,direction,party_preference,education,status,ethnicity,ur,age_group2,Ion_Ceban,Igor_Dodon,Maia_Sandu,Ilan_Shor?,Irina_Vlah,Dorin_Recean,Igor_Grosu,Ion_Cicu,Alexandr_Stoianoglo,Renato_Usatii,Victoria_Furtuna,trust2_Vladimir_Putin,trust2_Volodymyr_Zelensky,trust2_Ursula_von_der_Leyen,trust2_Emanuel_Macron,trust2_Donald_Trump,trust2_EU,trust2_Russia,trust2_NATO,trust2_Romania,trust2_Ukraine,trust2_USA
820,Male,Mun. Chișinău,Right direction,PAS (Igor Grosu),Lower secondary education,About the same,Moldovan,Urban,60+,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,No answer,I have no confidence,I have no confidence,No answer,I have no confidence,I have no confidence,A lot of confidence,Some confidence,A lot of confidence,A lot of confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence
821,Male,Soroca,Right direction,PAS (Igor Grosu),Post-secondary vocational education,About the same,Moldovan,Rural,60+,A lot of confidence,A lot of confidence,A lot of confidence,Some confidence,No answer,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,Some confidence,Some confidence,Some confidence,Some confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,I don't have much confidence,A lot of confidence,A lot of confidence,A lot of confidence
822,Male,Cahul,Wrong direction,PSDE (Tudor Ulianovschi),Secondary vocational education,About the same,Moldovan,Rural,40-49,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,Some confidence,I don't have much confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I don't have much confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence
823,Male,Ungheni,Right direction,Undecided,Lower secondary education,Worse,Moldovan,Urban,20-29,No answer,I don't have much confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,Some confidence,I don't have much confidence,No answer,No answer,I have no confidence,No answer,I have no confidence,I don't have much confidence,A lot of confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence
824,Male,Sîngerei,Right direction,Undecided,Higher education,Worse,Moldovan,Urban,60+,Some confidence,I have no confidence,Some confidence,I don't have much confidence,Some confidence,I don't have much confidence,I have no confidence,Some confidence,Some confidence,Some confidence,No answer,Some confidence,I have no confidence,No answer,I have no confidence,Some confidence,Some confidence,Some confidence,Some confidence,I have no confidence,I don't have much confidence,No answer
825,Female,Ungheni,Right direction,PAS (Igor Grosu),Lower secondary education,Worse,Moldovan,Rural,20-29,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I don't have much confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,No answer,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,Some confidence,A lot of confidence,I have no confidence,Some confidence,Some confidence,A lot of confidence,No answer
826,Female,Cimișlia,Right direction,PAS (Igor Grosu),Lower secondary education,Better,Moldovan,Rural,15-19,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,Some confidence,Some confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,Some confidence,Some confidence
827,Female,Ștefan Vodă,Wrong direction,PSRM (Igor Dodon),Secondary vocational education,Worse,Moldovan,Rural,60+,No answer,Some confidence,I have no confidence,No answer,No answer,I have no confidence,I don't have much confidence,Some confidence,No answer,I have no confidence,No answer,Some confidence,I have no confidence,No answer,I have no confidence,No answer,I don't have much confidence,No answer,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence
828,Female,Edineț,Right direction,Impreuna Electoral Bloc,Upper secondary education,Worse,Moldovan,Urban,30-39,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,No answer,I have no confidence,No answer,No answer,I have no confidence,I don't have much confidence,No answer,I have no confidence,I have no confidence,I don't have much confidence,Some confidence,A lot of confidence,Some confidence,I have no confidence,A lot of confidence,Some confidence,Some confidence,Some confidence
829,Male,Mun. Bălți,Wrong direction,PAS (Igor Grosu),Lower secondary education,Worse,Moldovan,Urban,30-39,I don't have much confidence,I don't have much confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,No answer,Some confidence,Some confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,No answer
830,Female,Drochia,No answer,No party,Lower secondary education,About the same,Moldovan,Urban,60+,I don't have much confidence,I don't have much confidence,Some confidence,No answer,I don't have much confidence,No answer,Some confidence,I don't have much confidence,I don't have much confidence,Some confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,No answer,Some confidence,Some confidence,I have no confidence,I don't have much confidence,Some confidence,I don't have much confidence,Some confidence
831,Male,Ungheni,Right direction,Impreuna Electoral Bloc,Lower secondary education,About the same,Moldovan,Rural,30-39,Some confidence,I have no confidence,A lot of confidence,I have no confidence,No answer,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence,I have no confidence,I don't have much confidence,Some confidence,I have no confidence,I don't have much confidence
832,Female,Telenești,Right direction,Undecided,Lower secondary education,Worse,Moldovan,Rural,60+,Some confidence,I don't have much confidence,Some confidence,I have no confidence,No answer,Some confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,No answer,I have no confidence,I don't have much confidence,No answer,No answer,Some confidence,A lot of confidence,I have no confidence,Some confidence,I don't have much confidence,Some confidence,No answer
833,Male,Ungheni,Wrong direction,PSRM (Igor Dodon),Without education,Worse,Moldovan,Rural,60+,I don't have much confidence,A lot of confidence,I have no confidence,A lot of confidence,No answer,I have no confidence,I have no confidence,Some confidence,No answer,A lot of confidence,No answer,Some confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I don't have much confidence,A lot of confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence
834,Male,Cantemir,Wrong direction,PSRM (Igor Dodon),Post-secondary vocational education,Worse,Moldovan,Rural,60+,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,No answer,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,Some confidence
835,Male,Căușeni,Right direction,PAS (Igor Grosu),Lower secondary education,Better,Moldovan,Urban,15-19,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,I don't have much confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,I have no confidence,Some confidence,A lot of confidence,Some confidence,Some confidence
836,Female,Briceni,Wrong direction,Undecided,Lower secondary education,Much worse,Moldovan,Rural,30-39,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,No answer,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence
837,Female,Mun. Chișinău,Wrong direction,PAS (Igor Grosu),Lower secondary education,About the same,Moldovan,Urban,40-49,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,No answer,I don't have much confidence,A lot of confidence,I have no confidence,I don't have much confidence,A lot of confidence,Some confidence,A lot of confidence
