,age_group,education,gender,nationality,urban_rural,electoral_district,citizen,ukraina,e-valimised,sündimus,kooselu,sisseränne,valitsus,riigikogu,ajakirjandus,party_preference,vote_power,interest
869,65-74,Secondary education,Female,Estonian,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Rather trust,Rather not trust,Rather trust,Reformierakond,Rather yes,Somewhat
870,25-34,Secondary education,Male,Other,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Disagree,Disagree,Disagree,Strongly agree,Disagree,Rather trust,Rather trust,Rather trust,Keskerakond,Rather yes,A lot
871,45-54,Secondary education,Male,Estonian,Rural,Harju- ja Raplamaa,True,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Rather not trust,Rather not trust,Don't trust at all,EKRE,Rather yes,A lot
872,75+,Secondary education,Female,Estonian,Rural,Harju- ja Raplamaa,True,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Don't trust at all,Rather trust,Rather not trust,Isamaa,Rather yes,Somewhat
873,25-34,Secondary education,Male,Estonian,Tallinn,Mustamäe ja Nõmme,True,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Rather not trust,Rather not trust,Don't trust at all,Keskerakond,Rather not,A little
874,25-34,Secondary education,Female,Estonian,Rural,Harju- ja Raplamaa,True,Disagree,Strongly disagree,Don't know,Strongly agree,Disagree,Rather not trust,Rather not trust,Rather not trust,Parempoolsed,Rather not,Somewhat
875,45-54,Secondary education,Male,Estonian,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Rather trust,Rather trust,Rather trust,Reformierakond,Definitely,A lot
876,35-44,Basic education,Female,Estonian,Tallinn,Mustamäe ja Nõmme,True,Strongly agree,Disagree,Don't know,Don't know,Disagree,Rather trust,Rather trust,Rather trust,Parempoolsed,Rather not,Somewhat
877,65-74,Secondary education,Female,Estonian,Rural,Järva- ja Viljandimaa,True,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Rather trust,Rather not trust,Rather not trust,Reformierakond,Rather yes,A lot
878,65-74,Secondary education,Female,Estonian,Tallinn,Mustamäe ja Nõmme,True,Disagree,Strongly disagree,Disagree,Agree,Disagree,Neither trust nor distrust,Neither trust nor distrust,Rather trust,Isamaa,Rather yes,Somewhat
879,45-54,Secondary education,Female,Estonian,Rural,Harju- ja Raplamaa,True,Don't know,Disagree,Disagree,Strongly agree,Don't know,Rather trust,Rather trust,Rather trust,Undecided,Rather yes,Somewhat
880,45-54,Basic education,Male,Estonian,Urban,"Hiiu-, Lääne- ja Saaremaa",True,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Don't trust at all,Rather not trust,Rather not trust,EKRE,Rather not,Somewhat
881,25-34,Basic education,Female,Estonian,Urban,"Võru-, Valga- ja Põlvamaa",True,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Don't trust at all,Don't trust at all,Don't trust at all,EKRE,Rather yes,A lot
882,55-64,Basic education,Male,Estonian,Rural,Harju- ja Raplamaa,True,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Trust completely,Rather trust,Trust completely,Reformierakond,Rather yes,Somewhat
883,65-74,Secondary education,Male,Estonian,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Disagree,Strongly disagree,Disagree,Agree,Agree,Rather trust,Rather trust,Rather not trust,Reformierakond,Rather not,Somewhat
884,45-54,Secondary education,Male,Estonian,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Rather trust,Rather trust,Trust completely,Isamaa,Rather yes,A little
885,18-24,Basic education,Female,Estonian,Small town,Harju- ja Raplamaa,True,Strongly agree,Agree,Disagree,Agree,Strongly agree,Rather trust,Rather trust,Don't trust at all,No party,Rather not,A little
886,75+,Secondary education,Male,Estonian,Rural,"Võru-, Valga- ja Põlvamaa",True,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Rather not trust,Rather trust,Rather not trust,EKRE,Rather yes,A lot
887,45-54,Secondary education,Male,Estonian,Urban,Pärnumaa,True,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Don't trust at all,Don't trust at all,Don't trust at all,No party,Not at all,A little
888,45-54,Secondary education,Female,Estonian,Rural,Lääne-Virumaa,True,Agree,Strongly disagree,Disagree,Strongly agree,Disagree,Rather not trust,Don't trust at all,Rather trust,Isamaa,Rather yes,A lot
889,55-64,Basic education,Female,Estonian,Urban,Tartu linn,True,Don't know,Disagree,Disagree,Agree,Disagree,Rather trust,Rather trust,Rather trust,SDE,Rather yes,Somewhat
890,35-44,Basic education,Male,Estonian,Rural,Jõgeva- ja Tartumaa,True,Agree,Agree,Disagree,Strongly disagree,Agree,Don't trust at all,Don't trust at all,Rather not trust,No party,Not at all,Somewhat
891,65-74,Secondary education,Female,Estonian,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Rather not trust,Rather trust,Rather trust,Isamaa,Rather not,Somewhat
892,35-44,Basic education,Male,Estonian,Rural,Jõgeva- ja Tartumaa,True,Strongly agree,Strongly agree,Strongly agree,Don't know,Strongly agree,Don't trust at all,Don't trust at all,Rather not trust,EKRE,Rather not,Almost not at all
893,75+,Secondary education,Male,Estonian,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Rather trust,Rather not trust,Rather trust,SDE,Rather not,A lot
894,18-24,Secondary education,Female,Estonian,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Rather not trust,Rather not trust,Rather not trust,SDE,Rather not,Somewhat
895,45-54,Secondary education,Male,Estonian,Urban,"Hiiu-, Lääne- ja Saaremaa",True,Agree,Strongly disagree,Disagree,Agree,Agree,Rather trust,Rather trust,Rather trust,Isamaa,Rather not,A little
896,18-24,Secondary education,Female,Estonian,Rural,"Võru-, Valga- ja Põlvamaa",True,Agree,Strongly disagree,Disagree,Agree,Disagree,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,SDE,Rather yes,A little
897,35-44,Secondary education,Female,Estonian,Rural,Järva- ja Viljandimaa,True,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Trust completely,Trust completely,Rather not trust,Reformierakond,Definitely,Somewhat
898,65-74,Secondary education,Male,Estonian,Rural,Järva- ja Viljandimaa,True,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Rather not trust,Rather not trust,Don't trust at all,Isamaa,Not at all,Somewhat
899,65-74,Secondary education,Male,Estonian,Tallinn,Mustamäe ja Nõmme,True,Agree,Agree,Agree,Agree,Agree,Don't trust at all,Don't trust at all,Trust completely,Eesti 200,Rather not,Almost not at all
900,35-44,Secondary education,Female,Estonian,Urban,"Võru-, Valga- ja Põlvamaa",True,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Rather not trust,Rather not trust,Rather not trust,Keskerakond,Not at all,A little
901,75+,Secondary education,Female,Estonian,Urban,Pärnumaa,True,Disagree,Strongly disagree,Agree,Don't know,Agree,Rather trust,Trust completely,Rather trust,Isamaa,Definitely,A lot
902,55-64,Secondary education,Male,Estonian,Tallinn,Mustamäe ja Nõmme,True,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Rather trust,Rather trust,Rather trust,SDE,Rather yes,A lot
903,35-44,Basic education,Female,Estonian,Rural,"Hiiu-, Lääne- ja Saaremaa",True,Agree,Don't know,Agree,Strongly disagree,Agree,Rather not trust,Rather not trust,Neither trust nor distrust,Undecided,Rather not,Somewhat
904,18-24,Basic education,Female,Estonian,Urban,"Hiiu-, Lääne- ja Saaremaa",True,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Rather not trust,Don't trust at all,Rather trust,Isamaa,Not at all,Somewhat
905,45-54,Secondary education,Male,Estonian,Rural,Järva- ja Viljandimaa,True,Strongly disagree,Strongly disagree,Don't know,Don't know,Don't know,Rather trust,Rather trust,Rather trust,Parempoolsed,Rather yes,Somewhat
906,35-44,Secondary education,Male,Estonian,Tallinn,Mustamäe ja Nõmme,True,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Trust completely,Rather trust,Rather not trust,Reformierakond,Definitely,A little
907,45-54,Secondary education,Male,Estonian,Tallinn,Mustamäe ja Nõmme,True,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Trust completely,Rather trust,Trust completely,Parempoolsed,Definitely,Somewhat
908,75+,Secondary education,Female,Estonian,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Agree,Strongly disagree,Agree,Strongly disagree,Don't know,Rather trust,Rather not trust,Rather trust,Isamaa,Rather yes,A lot
909,65-74,Basic education,Female,Estonian,Rural,Järva- ja Viljandimaa,True,Strongly disagree,Don't know,Strongly disagree,Don't know,Disagree,Rather not trust,Rather not trust,Rather trust,Undecided,Not at all,A little
910,18-24,Secondary education,Male,Estonian,Rural,Pärnumaa,True,Strongly agree,Don't know,Don't know,Don't know,Strongly agree,Don't trust at all,Don't trust at all,Don't trust at all,No party,Not at all,Almost not at all
911,35-44,Basic education,Female,Estonian,,Jõgeva- ja Tartumaa,True,Disagree,Disagree,Disagree,Agree,Strongly agree,Don't trust at all,Rather not trust,Rather not trust,Isamaa,Rather yes,A little
912,45-54,Basic education,Female,Estonian,Rural,Pärnumaa,True,Agree,Disagree,Disagree,Strongly agree,Don't know,Rather trust,Rather trust,Rather not trust,SDE,Rather not,Almost not at all
913,25-34,Secondary education,Male,Estonian,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Disagree,Strongly disagree,Don't know,Agree,Disagree,Rather trust,Rather trust,Rather not trust,Eesti 200,Definitely,A little
914,55-64,Secondary education,Female,Estonian,Tallinn,Mustamäe ja Nõmme,True,Disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Rather trust,Rather trust,Rather trust,Isamaa,Rather yes,A lot
915,35-44,Basic education,Male,Estonian,Rural,Jõgeva- ja Tartumaa,True,Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,Rather not trust,Rather not trust,Rather not trust,Isamaa,Rather yes,A little
916,75+,Secondary education,Female,Estonian,Rural,Järva- ja Viljandimaa,True,Disagree,Strongly disagree,Disagree,Don't know,Agree,Rather trust,Rather not trust,Rather trust,SDE,Rather yes,Somewhat
917,45-54,Basic education,Male,Estonian,Rural,Järva- ja Viljandimaa,True,Agree,Disagree,Strongly agree,Agree,Strongly agree,Rather not trust,Rather not trust,Rather not trust,Isamaa,Rather not,A little
918,55-64,Secondary education,Male,Estonian,Rural,"Hiiu-, Lääne- ja Saaremaa",True,Agree,Strongly agree,Agree,Disagree,Agree,Rather not trust,Rather not trust,Rather not trust,Isamaa,Rather not,Somewhat
919,55-64,Secondary education,Male,Estonian,Rural,"Hiiu-, Lääne- ja Saaremaa",True,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Rather trust,Rather trust,Rather trust,Reformierakond,Definitely,A lot
920,25-34,Basic education,Male,Estonian,Rural,Lääne-Virumaa,True,Don't know,Agree,Disagree,Agree,Agree,Rather not trust,Rather not trust,Rather trust,Isamaa,Rather not,Somewhat
921,25-34,Secondary education,Male,Estonian,Rural,Jõgeva- ja Tartumaa,True,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Don't trust at all,Don't trust at all,Don't trust at all,Isamaa,Not at all,A little
922,45-54,Basic education,Female,Estonian,Small town,Harju- ja Raplamaa,True,Disagree,Disagree,Agree,Disagree,Strongly disagree,Don't trust at all,Rather trust,Rather trust,Isamaa,Rather yes,Somewhat
923,45-54,Secondary education,Male,Estonian,Rural,Harju- ja Raplamaa,True,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Rather trust,Rather trust,Rather trust,Isamaa,Definitely,Somewhat
924,25-34,Secondary education,Female,Other,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Don't know,Don't know,Don't know,Don't know,Don't know,Neither trust nor distrust,Neither trust nor distrust,Don't trust at all,Undecided,Not at all,Almost not at all
925,35-44,Secondary education,Male,Estonian,Tallinn,Mustamäe ja Nõmme,True,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Don't trust at all,Don't trust at all,Don't trust at all,EKRE,Not at all,A little
926,45-54,Secondary education,Female,Estonian,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Agree,Agree,Disagree,Disagree,Strongly agree,Rather not trust,Rather not trust,Rather not trust,SDE,Rather not,A little
927,35-44,Secondary education,Female,Estonian,Tallinn,Mustamäe ja Nõmme,True,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Trust completely,Rather trust,Rather trust,Reformierakond,Definitely,Somewhat
928,65-74,Secondary education,Male,Estonian,Rural,"Võru-, Valga- ja Põlvamaa",True,Agree,Don't know,Agree,Agree,Agree,Rather trust,Rather trust,Rather trust,Isamaa,Rather not,Somewhat
929,45-54,Secondary education,Male,Estonian,Urban,Ida-Virumaa,True,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Rather trust,Rather trust,Rather trust,Reformierakond,Definitely,Somewhat
930,18-24,Secondary education,Female,Estonian,Tallinn,Mustamäe ja Nõmme,True,Don't know,Strongly disagree,Disagree,Strongly agree,Disagree,Rather trust,Rather trust,Rather trust,Undecided,Rather yes,A little
931,55-64,Secondary education,Female,Estonian,Urban,Tartu linn,True,Strongly disagree,Disagree,Don't know,Strongly agree,Disagree,Neither trust nor distrust,Rather not trust,Don't trust at all,Undecided,Rather not,Somewhat
932,75+,Secondary education,Female,Estonian,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Rather trust,Rather trust,Rather trust,SDE,Rather yes,A lot
933,25-34,Secondary education,Male,Estonian,Rural,Jõgeva- ja Tartumaa,True,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Don't trust at all,Don't trust at all,Don't trust at all,EKRE,Not at all,Somewhat
934,55-64,Secondary education,Female,Estonian,Rural,Lääne-Virumaa,True,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Don't trust at all,Rather not trust,Neither trust nor distrust,Isamaa,Not at all,Somewhat
935,25-34,Secondary education,Male,Estonian,Urban,"Võru-, Valga- ja Põlvamaa",True,Agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Rather not trust,Rather not trust,Rather not trust,Isamaa,Definitely,A lot
936,35-44,Secondary education,Male,Estonian,Rural,Pärnumaa,True,Agree,Strongly disagree,Agree,Agree,Agree,Rather trust,Rather not trust,Rather trust,Eesti 200,Rather yes,Somewhat
937,45-54,Secondary education,Male,Estonian,Rural,Harju- ja Raplamaa,True,Disagree,Agree,Strongly agree,Disagree,Agree,Don't trust at all,Rather not trust,Rather trust,Isamaa,Rather yes,A lot
938,55-64,Secondary education,Female,Estonian,Urban,Järva- ja Viljandimaa,True,Don't know,Strongly disagree,Don't know,Don't know,Don't know,Rather trust,Rather trust,Neither trust nor distrust,Reformierakond,Rather yes,Somewhat
939,55-64,Secondary education,Female,Estonian,Urban,Ida-Virumaa,True,Disagree,Disagree,Strongly disagree,Agree,Agree,Rather not trust,Rather not trust,Rather not trust,SDE,Not at all,Somewhat
940,45-54,Secondary education,Female,Estonian,Tallinn,Mustamäe ja Nõmme,True,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Rather trust,Rather not trust,Rather trust,SDE,Rather yes,A lot
941,35-44,Secondary education,Female,Estonian,Rural,Harju- ja Raplamaa,True,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Rather trust,Rather trust,Rather trust,Reformierakond,Definitely,A lot
942,45-54,Secondary education,Male,Estonian,Small town,Harju- ja Raplamaa,True,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,Don't trust at all,Don't trust at all,Rather trust,Isamaa,Not at all,Almost not at all
943,25-34,Basic education,Female,Estonian,Urban,"Hiiu-, Lääne- ja Saaremaa",True,Don't know,Strongly agree,Disagree,Don't know,Agree,Rather not trust,Rather not trust,Rather not trust,EKRE,Definitely,Somewhat
944,45-54,Secondary education,Female,Estonian,Small town,Lääne-Virumaa,True,Disagree,Strongly disagree,Don't know,Strongly disagree,Agree,Rather not trust,Rather not trust,Rather trust,Isamaa,Rather yes,Somewhat
945,35-44,Secondary education,Male,Estonian,Tallinn,"Kesklinn, Lasnamäe ja Pirita",True,Agree,Don't know,Strongly disagree,Strongly disagree,Agree,Rather trust,Rather not trust,Rather trust,Isamaa,Rather not,A lot
946,75+,Secondary education,Female,Estonian,Urban,"Hiiu-, Lääne- ja Saaremaa",True,Don't know,Don't know,Strongly agree,Don't know,Strongly agree,Trust completely,Rather trust,Neither trust nor distrust,Isamaa,Rather yes,A lot
947,25-34,Secondary education,Female,Estonian,Rural,Harju- ja Raplamaa,True,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Rather trust,Rather not trust,Rather trust,Reformierakond,Rather yes,Somewhat
948,75+,Secondary education,Female,Estonian,Rural,"Võru-, Valga- ja Põlvamaa",True,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Trust completely,Rather trust,Trust completely,Reformierakond,Rather yes,A lot
949,55-64,Secondary education,Female,Estonian,Tallinn,"Haabersti, Põhja-Tallinn ja Kristiine",True,Disagree,Strongly disagree,Disagree,Strongly agree,Agree,Rather trust,Rather not trust,Rather trust,Reformierakond,Rather yes,A lot
